Time	TH	ErrTH	H	Prob[A--B--C]	ErrProb[A--B--C]	Prob[<nil>]	ErrProb[<nil>]	Prob[D]	ErrProb[D]	Prob[T]	ErrProb[T]	Prob[B--T--C--D]	ErrProb[B--T--C--D]	Prob[A--C]	ErrProb[A--C]	Prob[T--D]	ErrProb[T--D]	Prob[A--B--T]	ErrProb[A--B--T]	Prob[A--B--T--C--D]	ErrProb[A--B--T--C--D]	Prob[B--C--D]	ErrProb[B--C--D]	Prob[T--C--D]	ErrProb[T--C--D]	Prob[B--T--D]	ErrProb[B--T--D]	Prob[C]	ErrProb[C]	Prob[A--T--C--D]	ErrProb[A--T--C--D]	Prob[B--D]	ErrProb[B--D]	Prob[B--T]	ErrProb[B--T]	Prob[A--B--T--C]	ErrProb[A--B--T--C]	Prob[B--T--C]	ErrProb[B--T--C]	Prob[T--C]	ErrProb[T--C]	Prob[A--B--T--D]	ErrProb[A--B--T--D]	Prob[A--T--C]	ErrProb[A--T--C]	Prob[A--D]	ErrProb[A--D]	Prob[B--C]	ErrProb[B--C]	Prob[C--D]	ErrProb[C--D]	Prob[A--T]	ErrProb[A--T]	Prob[A--C--D]	ErrProb[A--C--D]	Prob[A--B--D]	ErrProb[A--B--D]	Prob[A--B]	ErrProb[A--B]	Prob[B]	ErrProb[B]	Prob[A--T--D]	ErrProb[A--T--D]	Prob[A]	ErrProb[A]	Prob[A--B--C--D]	ErrProb[A--B--C--D]	
2.6300	0.0122	0.0001	0.9360	0.000871	0.000042	0.002009	0.000063	0.032198	0.000249	0.000020	0.000006	0.005053	0.000100	0.000302	0.000025	0.000086	0.000013	0.000059	0.000011	0.003660	0.000085	0.003014	0.000077	0.001995	0.000062	0.000159	0.000018	0.049920	0.000308	0.015297	0.000173	0.000124	0.000016	0.000077	0.000012	0.001494	0.000054	0.001451	0.000053	0.000565	0.000033	0.000140	0.000017	0.000982	0.000044	0.000324	0.000025	0.000921	0.000043	0.868231	0.000478	0.000032	0.000008	0.008276	0.000128	0.000074	0.000012	0.000022	0.000006	0.000033	0.000008	0.000589	0.000034	0.000027	0.000007	0.001994	0.000063	
2.6400	0.0121	0.0001	0.9294	0.000864	0.000041	0.001984	0.000063	0.031878	0.000248	0.000020	0.000006	0.005022	0.000099	0.000299	0.000024	0.000077	0.000012	0.000058	0.000011	0.003640	0.000085	0.002973	0.000077	0.001990	0.000062	0.000159	0.000018	0.049529	0.000307	0.015180	0.000173	0.000122	0.000015	0.000075	0.000012	0.001486	0.000054	0.001428	0.000053	0.000570	0.000033	0.000141	0.000017	0.000970	0.000044	0.000320	0.000025	0.000903	0.000042	0.869380	0.000476	0.000032	0.000008	0.008191	0.000127	0.000068	0.000012	0.000020	0.000006	0.000034	0.000008	0.000574	0.000034	0.000026	0.000007	0.001988	0.000063	
2.6500	0.0120	0.0001	0.9231	0.000839	0.000041	0.001953	0.000062	0.031565	0.000247	0.000020	0.000006	0.004971	0.000099	0.000297	0.000024	0.000072	0.000012	0.000055	0.000010	0.003627	0.000084	0.002965	0.000076	0.001997	0.000062	0.000167	0.000018	0.049149	0.000305	0.015048	0.000172	0.000119	0.000015	0.000073	0.000012	0.001471	0.000054	0.001401	0.000052	0.000570	0.000033	0.000128	0.000016	0.000964	0.000044	0.000317	0.000025	0.000900	0.000042	0.870497	0.000474	0.000030	0.000008	0.008090	0.000127	0.000064	0.000011	0.000018	0.000006	0.000033	0.000008	0.000567	0.000034	0.000026	0.000007	0.002007	0.000063	
2.6600	0.0119	0.0001	0.9168	0.000823	0.000040	0.001928	0.000062	0.031263	0.000246	0.000019	0.000006	0.004952	0.000099	0.000291	0.000024	0.000067	0.000011	0.000050	0.000010	0.003590	0.000084	0.002948	0.000076	0.002002	0.000062	0.000167	0.000018	0.048721	0.000304	0.014919	0.000171	0.000116	0.000015	0.000075	0.000012	0.001455	0.000054	0.001391	0.000052	0.000556	0.000033	0.000124	0.000016	0.000955	0.000044	0.000313	0.000025	0.000901	0.000042	0.871630	0.000473	0.000030	0.000008	0.008002	0.000126	0.000066	0.000011	0.000018	0.000006	0.000033	0.000008	0.000564	0.000034	0.000025	0.000007	0.002006	0.000063	
2.6700	0.0117	0.0001	0.9103	0.000801	0.000040	0.001903	0.000062	0.030996	0.000245	0.000017	0.000006	0.004928	0.000098	0.000288	0.000024	0.000074	0.000012	0.000050	0.000010	0.003552	0.000083	0.002902	0.000076	0.001994	0.000062	0.000165	0.000018	0.048345	0.000303	0.014794	0.000171	0.000108	0.000015	0.000069	0.000012	0.001448	0.000053	0.001372	0.000052	0.000547	0.000032	0.000125	0.000016	0.000940	0.000043	0.000307	0.000025	0.000893	0.000042	0.872733	0.000471	0.000030	0.000008	0.007941	0.000125	0.000062	0.000011	0.000019	0.000006	0.000033	0.000008	0.000552	0.000033	0.000022	0.000007	0.001990	0.000063	
2.6800	0.0116	0.0001	0.9037	0.000769	0.000039	0.001867	0.000061	0.030729	0.000244	0.000017	0.000006	0.004906	0.000098	0.000283	0.000024	0.000071	0.000012	0.000048	0.000010	0.003509	0.000083	0.002853	0.000075	0.001975	0.000062	0.000162	0.000018	0.048006	0.000302	0.014687	0.000170	0.000097	0.000014	0.000070	0.000012	0.001443	0.000053	0.001348	0.000051	0.000543	0.000032	0.000125	0.000016	0.000923	0.000043	0.000298	0.000024	0.000905	0.000042	0.873817	0.000469	0.000030	0.000008	0.007872	0.000125	0.000065	0.000011	0.000015	0.000005	0.000034	0.000008	0.000538	0.000033	0.000022	0.000007	0.001977	0.000062	
2.6900	0.0114	0.0001	0.8973	0.000748	0.000038	0.001827	0.000060	0.030433	0.000243	0.000016	0.000006	0.004864	0.000098	0.000274	0.000023	0.000075	0.000012	0.000049	0.000010	0.003494	0.000083	0.002814	0.000074	0.001929	0.000061	0.000156	0.000017	0.047661	0.000301	0.014591	0.000169	0.000092	0.000013	0.000068	0.000012	0.001441	0.000053	0.001333	0.000051	0.000534	0.000032	0.000122	0.000016	0.000911	0.000043	0.000289	0.000024	0.000910	0.000042	0.874897	0.000467	0.000030	0.000008	0.007803	0.000124	0.000070	0.000012	0.000014	0.000005	0.000034	0.000008	0.000521	0.000032	0.000022	0.000007	0.001978	0.000062	
2.7000	0.0113	0.0001	0.8906	0.000732	0.000038	0.001788	0.000060	0.030151	0.000242	0.000019	0.000006	0.004813	0.000097	0.000265	0.000023	0.000073	0.000012	0.000048	0.000010	0.003465	0.000083	0.002782	0.000074	0.001908	0.000061	0.000143	0.000017	0.047322	0.000300	0.014518	0.000169	0.000088	0.000013	0.000063	0.000011	0.001422	0.000053	0.001336	0.000051	0.000521	0.000032	0.000122	0.000016	0.000893	0.000042	0.000275	0.000023	0.000903	0.000042	0.875985	0.000466	0.000028	0.000007	0.007747	0.000124	0.000079	0.000012	0.000012	0.000005	0.000034	0.000008	0.000510	0.000032	0.000022	0.000007	0.001930	0.000062	
2.7100	0.0111	0.0001	0.8839	0.000736	0.000038	0.001756	0.000059	0.029857	0.000240	0.000022	0.000006	0.004741	0.000097	0.000255	0.000023	0.000071	0.000012	0.000046	0.000009	0.003441	0.000082	0.002735	0.000073	0.001904	0.000060	0.000139	0.000017	0.046984	0.000299	0.014428	0.000168	0.000084	0.000013	0.000059	0.000011	0.001416	0.000053	0.001321	0.000051	0.000517	0.000032	0.000127	0.000016	0.000876	0.000042	0.000271	0.000023	0.000874	0.000041	0.877086	0.000464	0.000027	0.000007	0.007666	0.000123	0.000082	0.000013	0.000012	0.000005	0.000033	0.000008	0.000493	0.000031	0.000022	0.000007	0.001917	0.000061	
2.7200	0.0110	0.0001	0.8775	0.000728	0.000038	0.001721	0.000059	0.029603	0.000239	0.000018	0.000006	0.004677	0.000096	0.000249	0.000022	0.000071	0.000012	0.000044	0.000009	0.003434	0.000082	0.002698	0.000073	0.001894	0.000060	0.000136	0.000016	0.046589	0.000298	0.014320	0.000168	0.000081	0.000013	0.000060	0.000011	0.001419	0.000053	0.001303	0.000051	0.000520	0.000032	0.000126	0.000016	0.000859	0.000041	0.000268	0.000023	0.000850	0.000041	0.878175	0.000462	0.000026	0.000007	0.007590	0.000123	0.000075	0.000012	0.000014	0.000005	0.000031	0.000008	0.000485	0.000031	0.000022	0.000007	0.001916	0.000061	
2.7300	0.0108	0.0001	0.8713	0.000725	0.000038	0.001685	0.000058	0.029351	0.000238	0.000016	0.000006	0.004644	0.000096	0.000249	0.000022	0.000071	0.000012	0.000045	0.000009	0.003395	0.000082	0.002685	0.000073	0.001888	0.000060	0.000142	0.000017	0.046208	0.000297	0.014195	0.000167	0.000083	0.000013	0.000062	0.000011	0.001417	0.000053	0.001287	0.000050	0.000513	0.000031	0.000116	0.000015	0.000851	0.000041	0.000262	0.000023	0.000837	0.000041	0.879228	0.000460	0.000022	0.000007	0.007536	0.000122	0.000072	0.000012	0.000013	0.000005	0.000028	0.000007	0.000478	0.000031	0.000021	0.000006	0.001875	0.000061	
2.7400	0.0107	0.0001	0.8647	0.000710	0.000037	0.001650	0.000057	0.029064	0.000237	0.000018	0.000006	0.004613	0.000095	0.000245	0.000022	0.000067	0.000011	0.000046	0.000010	0.003373	0.000081	0.002658	0.000072	0.001828	0.000059	0.000145	0.000017	0.045827	0.000295	0.014087	0.000166	0.000087	0.000013	0.000060	0.000011	0.001418	0.000053	0.001278	0.000050	0.000501	0.000031	0.000110	0.000015	0.000832	0.000041	0.000257	0.000023	0.000830	0.000040	0.880342	0.000459	0.000020	0.000006	0.007465	0.000122	0.000069	0.000012	0.000012	0.000005	0.000027	0.000007	0.000475	0.000031	0.000020	0.000006	0.001866	0.000061	
2.7500	0.0105	0.0001	0.8584	0.000697	0.000037	0.001615	0.000057	0.028812	0.000236	0.000021	0.000006	0.004553	0.000095	0.000242	0.000022	0.000064	0.000011	0.000048	0.000010	0.003371	0.000081	0.002656	0.000072	0.001796	0.000059	0.000142	0.000017	0.045477	0.000294	0.013994	0.000166	0.000086	0.000013	0.000054	0.000010	0.001405	0.000053	0.001248	0.000050	0.000506	0.000031	0.000112	0.000015	0.000815	0.000040	0.000254	0.000022	0.000814	0.000040	0.881378	0.000457	0.000020	0.000006	0.007404	0.000121	0.000068	0.000011	0.000013	0.000005	0.000023	0.000007	0.000469	0.000031	0.000020	0.000006	0.001826	0.000060	
2.7600	0.0104	0.0001	0.8524	0.000698	0.000037	0.001600	0.000056	0.028557	0.000235	0.000021	0.000006	0.004489	0.000094	0.000236	0.000022	0.000059	0.000011	0.000048	0.000010	0.003342	0.000081	0.002669	0.000073	0.001788	0.000059	0.000141	0.000017	0.045118	0.000293	0.013914	0.000165	0.000082	0.000013	0.000050	0.000010	0.001382	0.000052	0.001234	0.000049	0.000505	0.000031	0.000113	0.000015	0.000809	0.000040	0.000248	0.000022	0.000797	0.000040	0.882377	0.000455	0.000021	0.000006	0.007356	0.000121	0.000067	0.000012	0.000013	0.000005	0.000021	0.000006	0.000457	0.000030	0.000020	0.000006	0.001769	0.000059	
2.7700	0.0103	0.0001	0.8468	0.000701	0.000037	0.001575	0.000056	0.028317	0.000234	0.000020	0.000006	0.004458	0.000094	0.000229	0.000021	0.000057	0.000011	0.000046	0.000010	0.003334	0.000081	0.002637	0.000072	0.001766	0.000058	0.000145	0.000017	0.044794	0.000292	0.013769	0.000165	0.000074	0.000012	0.000049	0.000010	0.001368	0.000052	0.001228	0.000049	0.000511	0.000032	0.000110	0.000015	0.000804	0.000040	0.000244	0.000022	0.000788	0.000039	0.883340	0.000454	0.000024	0.000007	0.007297	0.000120	0.000068	0.000012	0.000015	0.000005	0.000018	0.000006	0.000452	0.000030	0.000016	0.000005	0.001746	0.000059	
2.7800	0.0101	0.0001	0.8409	0.000691	0.000037	0.001528	0.000055	0.028066	0.000233	0.000020	0.000006	0.004395	0.000093	0.000221	0.000021	0.000051	0.000010	0.000044	0.000009	0.003326	0.000081	0.002614	0.000072	0.001794	0.000059	0.000147	0.000017	0.044480	0.000291	0.013637	0.000164	0.000069	0.000012	0.000047	0.000010	0.001379	0.000052	0.001202	0.000049	0.000509	0.000031	0.000108	0.000015	0.000789	0.000040	0.000242	0.000022	0.000775	0.000039	0.884319	0.000452	0.000024	0.000007	0.007234	0.000120	0.000068	0.000012	0.000016	0.000006	0.000016	0.000006	0.000450	0.000030	0.000014	0.000005	0.001725	0.000058	
2.7900	0.0100	0.0001	0.8350	0.000684	0.000037	0.001482	0.000054	0.027846	0.000232	0.000020	0.000006	0.004345	0.000092	0.000218	0.000021	0.000047	0.000010	0.000042	0.000009	0.003287	0.000080	0.002577	0.000071	0.001792	0.000059	0.000153	0.000017	0.044202	0.000290	0.013538	0.000163	0.000067	0.000011	0.000048	0.000010	0.001371	0.000052	0.001208	0.000049	0.000478	0.000030	0.000101	0.000014	0.000782	0.000039	0.000235	0.000022	0.000757	0.000039	0.885262	0.000450	0.000024	0.000007	0.007170	0.000119	0.000069	0.000012	0.000016	0.000006	0.000016	0.000006	0.000440	0.000030	0.000014	0.000005	0.001708	0.000058	
2.8000	0.0098	0.0001	0.8288	0.000679	0.000037	0.001459	0.000054	0.027596	0.000231	0.000017	0.000006	0.004317	0.000092	0.000214	0.000021	0.000045	0.000009	0.000042	0.000009	0.003225	0.000080	0.002551	0.000071	0.001764	0.000058	0.000151	0.000017	0.043837	0.000289	0.013465	0.000163	0.000066	0.000011	0.000048	0.000010	0.001332	0.000051	0.001221	0.000049	0.000465	0.000030	0.000096	0.000014	0.000777	0.000039	0.000230	0.000021	0.000751	0.000039	0.886283	0.000449	0.000024	0.000007	0.007107	0.000119	0.000067	0.000011	0.000017	0.000006	0.000016	0.000006	0.000437	0.000030	0.000014	0.000005	0.001687	0.000058	
2.8100	0.0097	0.0001	0.8224	0.000665	0.000036	0.001439	0.000054	0.027303	0.000230	0.000017	0.000006	0.004299	0.000092	0.000208	0.000020	0.000042	0.000009	0.000040	0.000009	0.003164	0.000079	0.002517	0.000070	0.001730	0.000058	0.000146	0.000017	0.043482	0.000288	0.013366	0.000162	0.000065	0.000011	0.000047	0.000010	0.001328	0.000051	0.001207	0.000049	0.000473	0.000030	0.000093	0.000014	0.000767	0.000039	0.000229	0.000021	0.000734	0.000038	0.887339	0.000447	0.000023	0.000007	0.007046	0.000118	0.000061	0.000011	0.000018	0.000006	0.000016	0.000006	0.000436	0.000030	0.000013	0.000005	0.001684	0.000058	
2.8200	0.0096	0.0001	0.8166	0.000640	0.000035	0.001409	0.000053	0.027075	0.000229	0.000017	0.000006	0.004271	0.000092	0.000208	0.000020	0.000047	0.000009	0.000038	0.000009	0.003139	0.000079	0.002500	0.000070	0.001714	0.000057	0.000136	0.000016	0.043163	0.000287	0.013257	0.000162	0.000063	0.000011	0.000044	0.000009	0.001324	0.000051	0.001197	0.000049	0.000446	0.000029	0.000089	0.000013	0.000757	0.000039	0.000225	0.000021	0.000740	0.000038	0.888285	0.000445	0.000022	0.000007	0.006987	0.000118	0.000060	0.000011	0.000018	0.000006	0.000015	0.000005	0.000434	0.000029	0.000012	0.000005	0.001669	0.000057	
2.8300	0.0095	0.0001	0.8109	0.000629	0.000035	0.001390	0.000053	0.026821	0.000228	0.000016	0.000006	0.004229	0.000091	0.000203	0.000020	0.000053	0.000010	0.000037	0.000008	0.003107	0.000078	0.002459	0.000070	0.001690	0.000057	0.000131	0.000016	0.042852	0.000286	0.013153	0.000161	0.000062	0.000011	0.000043	0.000009	0.001299	0.000051	0.001211	0.000049	0.000427	0.000029	0.000090	0.000013	0.000750	0.000039	0.000221	0.000021	0.000730	0.000038	0.889238	0.000443	0.000022	0.000007	0.006914	0.000117	0.000060	0.000011	0.000018	0.000006	0.000014	0.000005	0.000423	0.000029	0.000012	0.000005	0.001696	0.000058	
2.8400	0.0094	0.0001	0.8053	0.000613	0.000035	0.001370	0.000052	0.026568	0.000227	0.000016	0.000005	0.004198	0.000091	0.000200	0.000020	0.000052	0.000010	0.000040	0.000009	0.003039	0.000077	0.002457	0.000070	0.001691	0.000057	0.000131	0.000016	0.042526	0.000285	0.013065	0.000160	0.000060	0.000011	0.000043	0.000009	0.001297	0.000051	0.001217	0.000049	0.000413	0.000028	0.000084	0.000013	0.000733	0.000038	0.000216	0.000021	0.000726	0.000038	0.890172	0.000442	0.000022	0.000007	0.006853	0.000117	0.000062	0.000011	0.000016	0.000006	0.000010	0.000004	0.000417	0.000029	0.000012	0.000005	0.001680	0.000058	
2.8500	0.0093	0.0001	0.7997	0.000600	0.000034	0.001352	0.000052	0.026305	0.000226	0.000013	0.000005	0.004161	0.000091	0.000194	0.000020	0.000050	0.000010	0.000036	0.000008	0.002994	0.000077	0.002447	0.000070	0.001700	0.000057	0.000124	0.000016	0.042182	0.000284	0.012982	0.000160	0.000056	0.000011	0.000047	0.000010	0.001294	0.000051	0.001209	0.000049	0.000409	0.000028	0.000089	0.000013	0.000719	0.000038	0.000214	0.000021	0.000722	0.000038	0.891113	0.000440	0.000022	0.000007	0.006792	0.000116	0.000062	0.000011	0.000016	0.000006	0.000009	0.000004	0.000401	0.000028	0.000012	0.000005	0.001676	0.000057	
2.8600	0.0091	0.0001	0.7935	0.000585	0.000034	0.001323	0.000051	0.026041	0.000225	0.000013	0.000005	0.004162	0.000091	0.000191	0.000020	0.000047	0.000010	0.000036	0.000008	0.002934	0.000076	0.002431	0.000069	0.001656	0.000056	0.000124	0.000016	0.041834	0.000283	0.012915	0.000160	0.000055	0.000010	0.000042	0.000009	0.001274	0.000050	0.001207	0.000049	0.000408	0.000028	0.000090	0.000013	0.000702	0.000037	0.000208	0.000020	0.000709	0.000037	0.892107	0.000438	0.000022	0.000007	0.006732	0.000116	0.000065	0.000011	0.000016	0.000006	0.000008	0.000004	0.000392	0.000028	0.000012	0.000005	0.001661	0.000057	
2.8700	0.0090	0.0001	0.7879	0.000580	0.000034	0.001293	0.000051	0.025796	0.000224	0.000016	0.000006	0.004162	0.000091	0.000188	0.000019	0.000047	0.000009	0.000035	0.000008	0.002887	0.000075	0.002405	0.000069	0.001644	0.000056	0.000122	0.000015	0.041518	0.000282	0.012815	0.000159	0.000052	0.000010	0.000039	0.000009	0.001258	0.000050	0.001199	0.000049	0.000410	0.000028	0.000088	0.000013	0.000698	0.000037	0.000202	0.000020	0.000695	0.000037	0.893030	0.000437	0.000018	0.000006	0.006669	0.000115	0.000065	0.000011	0.000016	0.000006	0.000008	0.000004	0.000385	0.000028	0.000010	0.000004	0.001647	0.000057	
2.8800	0.0089	0.0001	0.7824	0.000586	0.000034	0.001269	0.000050	0.025539	0.000223	0.000017	0.000006	0.004118	0.000090	0.000180	0.000019	0.000047	0.000010	0.000034	0.000008	0.002851	0.000075	0.002410	0.000069	0.001638	0.000056	0.000123	0.000016	0.041192	0.000281	0.012734	0.000158	0.000049	0.000010	0.000039	0.000009	0.001234	0.000049	0.001212	0.000049	0.000415	0.000028	0.000083	0.000013	0.000686	0.000037	0.000198	0.000020	0.000672	0.000036	0.893955	0.000435	0.000016	0.000006	0.006602	0.000114	0.000063	0.000011	0.000016	0.000006	0.000009	0.000004	0.000378	0.000027	0.000010	0.000004	0.001624	0.000057	
2.8900	0.0087	0.0001	0.7762	0.000580	0.000034	0.001238	0.000050	0.025288	0.000222	0.000020	0.000006	0.004069	0.000090	0.000175	0.000019	0.000047	0.000010	0.000031	0.000008	0.002816	0.000074	0.002392	0.000069	0.001616	0.000056	0.000126	0.000016	0.040768	0.000279	0.012631	0.000158	0.000048	0.000010	0.000036	0.000008	0.001243	0.000050	0.001199	0.000049	0.000425	0.000029	0.000081	0.000013	0.000673	0.000037	0.000194	0.000020	0.000676	0.000037	0.894996	0.000433	0.000016	0.000006	0.006569	0.000114	0.000056	0.000010	0.000019	0.000006	0.000007	0.000004	0.000373	0.000027	0.000010	0.000004	0.001582	0.000056	
2.9000	0.0086	0.0001	0.7705	0.000592	0.000034	0.001213	0.000049	0.025040	0.000221	0.000021	0.000006	0.004044	0.000089	0.000171	0.000018	0.000044	0.000009	0.000030	0.000008	0.002791	0.000074	0.002371	0.000068	0.001598	0.000056	0.000125	0.000016	0.040416	0.000278	0.012537	0.000157	0.000047	0.000010	0.000034	0.000008	0.001242	0.000050	0.001181	0.000048	0.000411	0.000028	0.000083	0.000013	0.000673	0.000037	0.000193	0.000020	0.000657	0.000036	0.895949	0.000431	0.000016	0.000006	0.006512	0.000114	0.000050	0.000010	0.000019	0.000006	0.000006	0.000003	0.000367	0.000027	0.000010	0.000004	0.001556	0.000055	
2.9100	0.0085	0.0001	0.7649	0.000596	0.000034	0.001192	0.000049	0.024808	0.000220	0.000022	0.000006	0.004012	0.000089	0.000169	0.000018	0.000048	0.000010	0.000022	0.000007	0.002769	0.000074	0.002353	0.000068	0.001553	0.000055	0.000120	0.000015	0.040093	0.000277	0.012458	0.000157	0.000046	0.000010	0.000038	0.000009	0.001233	0.000049	0.001181	0.000048	0.000400	0.000028	0.000082	0.000013	0.000664	0.000036	0.000192	0.000020	0.000640	0.000035	0.896862	0.000430	0.000016	0.000006	0.006461	0.000113	0.000047	0.000010	0.000018	0.000006	0.000005	0.000003	0.000365	0.000027	0.000010	0.000004	0.001528	0.000055	
2.9200	0.0084	0.0001	0.7595	0.000595	0.000034	0.001163	0.000048	0.024594	0.000219	0.000020	0.000006	0.003958	0.000088	0.000162	0.000018	0.000045	0.000009	0.000022	0.000007	0.002758	0.000074	0.002330	0.000068	0.001559	0.000055	0.000119	0.000015	0.039819	0.000276	0.012375	0.000156	0.000046	0.000010	0.000035	0.000008	0.001223	0.000049	0.001178	0.000048	0.000388	0.000027	0.000080	0.000013	0.000654	0.000036	0.000192	0.000020	0.000621	0.000035	0.897709	0.000428	0.000016	0.000006	0.006397	0.000113	0.000044	0.000009	0.000017	0.000006	0.000005	0.000003	0.000359	0.000027	0.000010	0.000004	0.001509	0.000054	
2.9300	0.0083	0.0001	0.7542	0.000587	0.000034	0.001146	0.000048	0.024383	0.000218	0.000019	0.000006	0.003903	0.000088	0.000160	0.000018	0.000043	0.000009	0.000022	0.000007	0.002743	0.000073	0.002294	0.000067	0.001570	0.000055	0.000116	0.000015	0.039478	0.000275	0.012278	0.000156	0.000044	0.000009	0.000034	0.000008	0.001194	0.000049	0.001174	0.000048	0.000394	0.000027	0.000085	0.000013	0.000653	0.000036	0.000190	0.000019	0.000624	0.000035	0.898603	0.000427	0.000014	0.000005	0.006334	0.000112	0.000043	0.000009	0.000016	0.000006	0.000006	0.000003	0.000345	0.000026	0.000010	0.000004	0.001497	0.000054	
2.9400	0.0082	0.0001	0.7488	0.000594	0.000034	0.001116	0.000047	0.024159	0.000217	0.000021	0.000006	0.003884	0.000087	0.000160	0.000018	0.000033	0.000008	0.000021	0.000006	0.002725	0.000073	0.002271	0.000067	0.001569	0.000055	0.000118	0.000015	0.039159	0.000274	0.012173	0.000155	0.000041	0.000009	0.000034	0.000008	0.001170	0.000048	0.001160	0.000048	0.000400	0.000028	0.000086	0.000013	0.000647	0.000036	0.000185	0.000019	0.000614	0.000035	0.899485	0.000425	0.000014	0.000005	0.006266	0.000112	0.000045	0.000009	0.000014	0.000005	0.000007	0.000004	0.000341	0.000026	0.000010	0.000004	0.001480	0.000054	
2.9500	0.0081	0.0001	0.7437	0.000583	0.000034	0.001098	0.000047	0.023964	0.000216	0.000023	0.000007	0.003851	0.000087	0.000159	0.000018	0.000034	0.000008	0.000020	0.000006	0.002703	0.000073	0.002256	0.000067	0.001571	0.000055	0.000116	0.000015	0.038814	0.000273	0.012062	0.000154	0.000040	0.000009	0.000029	0.000008	0.001170	0.000048	0.001148	0.000048	0.000389	0.000027	0.000084	0.000013	0.000641	0.000036	0.000181	0.000019	0.000622	0.000035	0.900340	0.000423	0.000014	0.000005	0.006215	0.000111	0.000041	0.000009	0.000014	0.000005	0.000006	0.000003	0.000339	0.000026	0.000010	0.000004	0.001462	0.000054	
2.9600	0.0081	0.0001	0.7385	0.000568	0.000033	0.001081	0.000046	0.023749	0.000215	0.000024	0.000007	0.003817	0.000087	0.000158	0.000018	0.000034	0.000008	0.000020	0.000006	0.002715	0.000073	0.002228	0.000066	0.001560	0.000055	0.000113	0.000015	0.038487	0.000272	0.011959	0.000154	0.000038	0.000009	0.000028	0.000007	0.001155	0.000048	0.001127	0.000047	0.000382	0.000027	0.000081	0.000013	0.000640	0.000036	0.000178	0.000019	0.000620	0.000035	0.901203	0.000422	0.000014	0.000005	0.006157	0.000111	0.000040	0.000009	0.000014	0.000005	0.000006	0.000003	0.000337	0.000026	0.000010	0.000004	0.001457	0.000053	
2.9700	0.0080	0.0001	0.7335	0.000559	0.000033	0.001057	0.000046	0.023554	0.000214	0.000021	0.000006	0.003778	0.000086	0.000155	0.000018	0.000031	0.000008	0.000020	0.000006	0.002723	0.000073	0.002229	0.000066	0.001561	0.000055	0.000109	0.000015	0.038198	0.000271	0.011855	0.000153	0.000037	0.000009	0.000025	0.000007	0.001125	0.000047	0.001132	0.000047	0.000372	0.000027	0.000080	0.000013	0.000629	0.000035	0.000176	0.000019	0.000616	0.000035	0.902008	0.000420	0.000014	0.000005	0.006090	0.000110	0.000039	0.000009	0.000012	0.000005	0.000006	0.000003	0.000335	0.000026	0.000010	0.000004	0.001442	0.000053	
2.9800	0.0079	0.0001	0.7280	0.000557	0.000033	0.001033	0.000045	0.023334	0.000213	0.000021	0.000006	0.003730	0.000086	0.000152	0.000017	0.000028	0.000007	0.000018	0.000006	0.002717	0.000073	0.002206	0.000066	0.001549	0.000055	0.000108	0.000015	0.037876	0.000270	0.011758	0.000152	0.000034	0.000008	0.000020	0.000006	0.001132	0.000047	0.001127	0.000047	0.000361	0.000026	0.000083	0.000013	0.000615	0.000035	0.000176	0.000019	0.000617	0.000035	0.902894	0.000418	0.000014	0.000005	0.006046	0.000110	0.000037	0.000009	0.000012	0.000005	0.000006	0.000003	0.000324	0.000025	0.000010	0.000004	0.001405	0.000053	
2.9900	0.0079	0.0001	0.7231	0.000551	0.000033	0.001015	0.000045	0.023108	0.000212	0.000019	0.000006	0.003675	0.000085	0.000152	0.000017	0.000028	0.000007	0.000017	0.000006	0.002735	0.000073	0.002184	0.000066	0.001528	0.000054	0.000105	0.000014	0.037563	0.000269	0.011637	0.000152	0.000032	0.000008	0.000021	0.000006	0.001127	0.000047	0.001119	0.000047	0.000372	0.000027	0.000090	0.000013	0.000613	0.000035	0.000174	0.000019	0.000622	0.000035	0.903739	0.000417	0.000012	0.000005	0.005965	0.000109	0.000038	0.000009	0.000012	0.000005	0.000006	0.000003	0.000314	0.000025	0.000010	0.000004	0.001418	0.000053	
3.0000	0.0078	0.0001	0.7180	0.000536	0.000033	0.000986	0.000044	0.022911	0.000211	0.000018	0.000006	0.003646	0.000085	0.000153	0.000017	0.000027	0.000007	0.000016	0.000005	0.002724	0.000073	0.002151	0.000065	0.001534	0.000054	0.000104	0.000014	0.037234	0.000267	0.011526	0.000151	0.000032	0.000008	0.000024	0.000007	0.001120	0.000047	0.001096	0.000047	0.000369	0.000027	0.000091	0.000013	0.000606	0.000035	0.000174	0.000019	0.000630	0.000035	0.904588	0.000415	0.000009	0.000004	0.005897	0.000108	0.000038	0.000009	0.000010	0.000004	0.000008	0.000004	0.000312	0.000025	0.000009	0.000004	0.001424	0.000053	
