Time	TH	ErrTH	H	Prob[A--B--C]	ErrProb[A--B--C]	Prob[<nil>]	ErrProb[<nil>]	Prob[D]	ErrProb[D]	Prob[T]	ErrProb[T]	Prob[B--T--C--D]	ErrProb[B--T--C--D]	Prob[A--C]	ErrProb[A--C]	Prob[T--D]	ErrProb[T--D]	Prob[A--B--T]	ErrProb[A--B--T]	Prob[A--B--T--C--D]	ErrProb[A--B--T--C--D]	Prob[B--C--D]	ErrProb[B--C--D]	Prob[T--C--D]	ErrProb[T--C--D]	Prob[B--T--D]	ErrProb[B--T--D]	Prob[C]	ErrProb[C]	Prob[A--T--C--D]	ErrProb[A--T--C--D]	Prob[B--D]	ErrProb[B--D]	Prob[B--T]	ErrProb[B--T]	Prob[A--B--T--C]	ErrProb[A--B--T--C]	Prob[B--T--C]	ErrProb[B--T--C]	Prob[T--C]	ErrProb[T--C]	Prob[A--B--T--D]	ErrProb[A--B--T--D]	Prob[A--T--C]	ErrProb[A--T--C]	Prob[A--D]	ErrProb[A--D]	Prob[B--C]	ErrProb[B--C]	Prob[C--D]	ErrProb[C--D]	Prob[A--T]	ErrProb[A--T]	Prob[A--C--D]	ErrProb[A--C--D]	Prob[A--B--D]	ErrProb[A--B--D]	Prob[A--B]	ErrProb[A--B]	Prob[B]	ErrProb[B]	Prob[A--T--D]	ErrProb[A--T--D]	Prob[A]	ErrProb[A]	Prob[A--B--C--D]	ErrProb[A--B--C--D]	
3.0100	0.0077	0.0001	0.7128	0.000525	0.000032	0.000968	0.000044	0.022724	0.000211	0.000017	0.000006	0.003652	0.000085	0.000150	0.000017	0.000030	0.000008	0.000012	0.000005	0.002687	0.000073	0.002114	0.000065	0.001490	0.000054	0.000104	0.000014	0.036963	0.000267	0.011441	0.000150	0.000033	0.000008	0.000027	0.000007	0.001106	0.000047	0.001067	0.000046	0.000378	0.000027	0.000094	0.000014	0.000604	0.000035	0.000171	0.000018	0.000610	0.000035	0.905400	0.000414	0.000008	0.000004	0.005845	0.000108	0.000039	0.000009	0.000010	0.000004	0.000008	0.000004	0.000305	0.000025	0.000008	0.000004	0.001411	0.000053	
3.0200	0.0076	0.0001	0.7077	0.000518	0.000032	0.000954	0.000044	0.022545	0.000210	0.000015	0.000005	0.003625	0.000085	0.000146	0.000017	0.000033	0.000008	0.000013	0.000005	0.002683	0.000073	0.002102	0.000064	0.001487	0.000054	0.000102	0.000014	0.036653	0.000265	0.011337	0.000150	0.000033	0.000008	0.000026	0.000007	0.001088	0.000046	0.001056	0.000046	0.000374	0.000027	0.000093	0.000013	0.000598	0.000035	0.000167	0.000018	0.000595	0.000034	0.906216	0.000412	0.000008	0.000004	0.005781	0.000107	0.000036	0.000008	0.000010	0.000004	0.000008	0.000004	0.000297	0.000024	0.000008	0.000004	0.001393	0.000052	
3.0300	0.0076	0.0001	0.7031	0.000511	0.000032	0.000929	0.000043	0.022377	0.000209	0.000014	0.000005	0.003618	0.000084	0.000146	0.000017	0.000035	0.000008	0.000014	0.000005	0.002677	0.000073	0.002086	0.000064	0.001471	0.000053	0.000095	0.000014	0.036361	0.000264	0.011237	0.000149	0.000032	0.000008	0.000026	0.000007	0.001088	0.000046	0.001040	0.000045	0.000361	0.000026	0.000089	0.000013	0.000589	0.000034	0.000161	0.000018	0.000585	0.000034	0.906970	0.000410	0.000008	0.000004	0.005729	0.000107	0.000037	0.000009	0.000010	0.000004	0.000008	0.000004	0.000293	0.000024	0.000008	0.000004	0.001395	0.000052	
3.0400	0.0075	0.0001	0.6984	0.000507	0.000032	0.000903	0.000042	0.022183	0.000208	0.000012	0.000005	0.003614	0.000084	0.000145	0.000017	0.000042	0.000009	0.000014	0.000005	0.002665	0.000072	0.002082	0.000064	0.001453	0.000053	0.000086	0.000013	0.036065	0.000263	0.011136	0.000148	0.000032	0.000008	0.000026	0.000007	0.001077	0.000046	0.001046	0.000045	0.000351	0.000026	0.000088	0.000013	0.000578	0.000034	0.000157	0.000018	0.000584	0.000034	0.907740	0.000409	0.000008	0.000004	0.005671	0.000106	0.000037	0.000009	0.000010	0.000004	0.000008	0.000004	0.000291	0.000024	0.000008	0.000004	0.001379	0.000052	
3.0500	0.0074	0.0001	0.6934	0.000504	0.000031	0.000887	0.000042	0.021965	0.000207	0.000012	0.000005	0.003564	0.000084	0.000143	0.000017	0.000039	0.000009	0.000012	0.000005	0.002659	0.000072	0.002080	0.000064	0.001450	0.000053	0.000085	0.000013	0.035792	0.000262	0.011031	0.000148	0.000031	0.000008	0.000026	0.000007	0.001061	0.000046	0.001029	0.000045	0.000361	0.000026	0.000087	0.000013	0.000574	0.000034	0.000155	0.000018	0.000583	0.000034	0.908541	0.000407	0.000008	0.000004	0.005618	0.000106	0.000033	0.000008	0.000010	0.000004	0.000007	0.000004	0.000287	0.000024	0.000008	0.000004	0.001360	0.000052	
3.0600	0.0073	0.0001	0.6881	0.000503	0.000031	0.000875	0.000042	0.021738	0.000206	0.000013	0.000005	0.003568	0.000084	0.000141	0.000017	0.000037	0.000008	0.000014	0.000005	0.002625	0.000072	0.002057	0.000064	0.001418	0.000052	0.000082	0.000013	0.035515	0.000261	0.010959	0.000147	0.000034	0.000008	0.000025	0.000007	0.001033	0.000045	0.001011	0.000045	0.000360	0.000026	0.000086	0.000013	0.000569	0.000034	0.000151	0.000017	0.000578	0.000034	0.909367	0.000406	0.000008	0.000004	0.005573	0.000105	0.000029	0.000007	0.000012	0.000005	0.000008	0.000004	0.000277	0.000023	0.000008	0.000004	0.001327	0.000051	
3.0700	0.0072	0.0001	0.6833	0.000490	0.000031	0.000865	0.000041	0.021554	0.000205	0.000010	0.000004	0.003541	0.000084	0.000140	0.000017	0.000042	0.000009	0.000014	0.000005	0.002628	0.000072	0.002035	0.000063	0.001396	0.000052	0.000079	0.000013	0.035203	0.000260	0.010880	0.000147	0.000035	0.000008	0.000024	0.000007	0.001024	0.000045	0.001006	0.000045	0.000354	0.000026	0.000081	0.000013	0.000555	0.000033	0.000149	0.000017	0.000588	0.000034	0.910153	0.000404	0.000008	0.000004	0.005522	0.000105	0.000029	0.000008	0.000009	0.000004	0.000011	0.000005	0.000270	0.000023	0.000008	0.000004	0.001297	0.000050	
3.0800	0.0071	0.0001	0.6785	0.000485	0.000031	0.000849	0.000041	0.021363	0.000204	0.000010	0.000004	0.003517	0.000083	0.000138	0.000017	0.000041	0.000009	0.000014	0.000005	0.002591	0.000071	0.002025	0.000063	0.001388	0.000052	0.000082	0.000013	0.034919	0.000259	0.010797	0.000146	0.000034	0.000008	0.000026	0.000007	0.001041	0.000045	0.000975	0.000044	0.000361	0.000026	0.000076	0.000012	0.000548	0.000033	0.000148	0.000017	0.000583	0.000034	0.910922	0.000403	0.000008	0.000004	0.005460	0.000104	0.000029	0.000008	0.000009	0.000004	0.000011	0.000005	0.000266	0.000023	0.000008	0.000004	0.001279	0.000050	
3.0900	0.0070	0.0001	0.6738	0.000483	0.000031	0.000835	0.000041	0.021176	0.000203	0.000013	0.000005	0.003517	0.000083	0.000138	0.000017	0.000040	0.000009	0.000016	0.000006	0.002566	0.000071	0.002002	0.000063	0.001376	0.000052	0.000082	0.000013	0.034604	0.000258	0.010692	0.000145	0.000035	0.000008	0.000023	0.000007	0.001045	0.000045	0.000952	0.000043	0.000370	0.000027	0.000072	0.000012	0.000546	0.000033	0.000146	0.000017	0.000568	0.000033	0.911705	0.000401	0.000008	0.000004	0.005412	0.000104	0.000029	0.000008	0.000010	0.000004	0.000009	0.000004	0.000265	0.000023	0.000008	0.000004	0.001256	0.000050	
3.1000	0.0070	0.0001	0.6689	0.000480	0.000031	0.000816	0.000040	0.020971	0.000202	0.000012	0.000005	0.003466	0.000083	0.000136	0.000016	0.000041	0.000009	0.000016	0.000006	0.002549	0.000071	0.001989	0.000063	0.001375	0.000051	0.000083	0.000013	0.034321	0.000257	0.010613	0.000145	0.000036	0.000008	0.000022	0.000007	0.001042	0.000045	0.000943	0.000043	0.000372	0.000027	0.000070	0.000012	0.000539	0.000033	0.000147	0.000017	0.000545	0.000033	0.912486	0.000399	0.000008	0.000004	0.005348	0.000103	0.000029	0.000008	0.000010	0.000004	0.000008	0.000004	0.000259	0.000023	0.000006	0.000003	0.001262	0.000050	
3.1100	0.0068	0.0001	0.6638	0.000487	0.000031	0.000796	0.000040	0.020766	0.000201	0.000010	0.000004	0.003453	0.000083	0.000132	0.000016	0.000045	0.000009	0.000014	0.000005	0.002525	0.000070	0.001984	0.000063	0.001338	0.000051	0.000082	0.000013	0.034047	0.000256	0.010527	0.000144	0.000033	0.000008	0.000022	0.000007	0.001038	0.000045	0.000935	0.000043	0.000368	0.000027	0.000069	0.000012	0.000532	0.000033	0.000146	0.000017	0.000524	0.000032	0.913284	0.000398	0.000008	0.000004	0.005291	0.000103	0.000029	0.000007	0.000011	0.000005	0.000006	0.000003	0.000255	0.000023	0.000006	0.000003	0.001235	0.000049	
3.1200	0.0067	0.0001	0.6585	0.000483	0.000031	0.000774	0.000039	0.020578	0.000201	0.000008	0.000004	0.003428	0.000082	0.000129	0.000016	0.000045	0.000009	0.000014	0.000005	0.002499	0.000070	0.001949	0.000062	0.001311	0.000050	0.000080	0.000013	0.033763	0.000255	0.010445	0.000144	0.000028	0.000007	0.000022	0.000007	0.001024	0.000045	0.000948	0.000043	0.000357	0.000026	0.000067	0.000011	0.000518	0.000032	0.000144	0.000017	0.000521	0.000032	0.914093	0.000396	0.000008	0.000004	0.005245	0.000102	0.000028	0.000007	0.000012	0.000005	0.000006	0.000003	0.000253	0.000022	0.000006	0.000003	0.001215	0.000049	
3.1300	0.0067	0.0001	0.6537	0.000471	0.000031	0.000761	0.000039	0.020388	0.000200	0.000007	0.000004	0.003391	0.000082	0.000124	0.000016	0.000036	0.000008	0.000018	0.000006	0.002478	0.000070	0.001925	0.000062	0.001318	0.000051	0.000087	0.000013	0.033471	0.000254	0.010369	0.000143	0.000028	0.000007	0.000020	0.000006	0.000999	0.000044	0.000962	0.000043	0.000360	0.000026	0.000058	0.000011	0.000510	0.000032	0.000142	0.000017	0.000515	0.000032	0.914849	0.000394	0.000008	0.000004	0.005208	0.000102	0.000029	0.000008	0.000010	0.000004	0.000008	0.000004	0.000249	0.000022	0.000006	0.000003	0.001195	0.000048	
3.1400	0.0066	0.0001	0.6493	0.000458	0.000030	0.000744	0.000038	0.020197	0.000199	0.000006	0.000003	0.003371	0.000082	0.000121	0.000016	0.000035	0.000008	0.000019	0.000006	0.002467	0.000070	0.001926	0.000062	0.001288	0.000050	0.000088	0.000013	0.033228	0.000253	0.010299	0.000143	0.000030	0.000008	0.000020	0.000006	0.000994	0.000044	0.000954	0.000043	0.000370	0.000027	0.000052	0.000010	0.000493	0.000031	0.000139	0.000017	0.000517	0.000032	0.915542	0.000393	0.000008	0.000004	0.005177	0.000101	0.000028	0.000007	0.000009	0.000004	0.000009	0.000004	0.000247	0.000022	0.000006	0.000003	0.001158	0.000048	
3.1500	0.0065	0.0001	0.6445	0.000456	0.000030	0.000730	0.000038	0.020014	0.000198	0.000007	0.000004	0.003354	0.000081	0.000120	0.000015	0.000043	0.000009	0.000019	0.000006	0.002438	0.000069	0.001900	0.000061	0.001242	0.000049	0.000079	0.000012	0.032946	0.000252	0.010248	0.000142	0.000030	0.000008	0.000021	0.000006	0.000985	0.000044	0.000948	0.000043	0.000366	0.000026	0.000050	0.000010	0.000486	0.000031	0.000134	0.000016	0.000512	0.000032	0.916286	0.000391	0.000006	0.000003	0.005139	0.000101	0.000030	0.000008	0.000008	0.000004	0.000010	0.000004	0.000238	0.000022	0.000006	0.000003	0.001148	0.000048	
3.1600	0.0065	0.0001	0.6400	0.000444	0.000030	0.000721	0.000038	0.019838	0.000197	0.000008	0.000004	0.003317	0.000081	0.000118	0.000015	0.000043	0.000009	0.000020	0.000006	0.002424	0.000069	0.001872	0.000061	0.001249	0.000049	0.000075	0.000012	0.032658	0.000251	0.010173	0.000142	0.000030	0.000008	0.000022	0.000007	0.000958	0.000044	0.000951	0.000043	0.000360	0.000026	0.000049	0.000010	0.000480	0.000031	0.000130	0.000016	0.000510	0.000032	0.917012	0.000390	0.000006	0.000003	0.005084	0.000100	0.000032	0.000008	0.000007	0.000004	0.000010	0.000004	0.000236	0.000022	0.000006	0.000003	0.001159	0.000048	
3.1700	0.0064	0.0001	0.6354	0.000440	0.000030	0.000712	0.000038	0.019640	0.000196	0.000008	0.000004	0.003307	0.000081	0.000115	0.000015	0.000044	0.000009	0.000021	0.000006	0.002411	0.000069	0.001861	0.000061	0.001240	0.000049	0.000071	0.000012	0.032378	0.000250	0.010089	0.000141	0.000032	0.000008	0.000022	0.000007	0.000957	0.000043	0.000931	0.000043	0.000349	0.000026	0.000049	0.000010	0.000474	0.000031	0.000127	0.000016	0.000495	0.000031	0.917748	0.000388	0.000006	0.000003	0.005036	0.000100	0.000030	0.000008	0.000006	0.000003	0.000010	0.000004	0.000233	0.000022	0.000006	0.000003	0.001152	0.000048	
3.1800	0.0063	0.0001	0.6309	0.000437	0.000030	0.000699	0.000037	0.019458	0.000195	0.000009	0.000004	0.003283	0.000080	0.000113	0.000015	0.000041	0.000009	0.000022	0.000007	0.002398	0.000069	0.001819	0.000060	0.001252	0.000049	0.000069	0.000012	0.032107	0.000249	0.010005	0.000141	0.000034	0.000008	0.000021	0.000006	0.000952	0.000043	0.000918	0.000042	0.000338	0.000026	0.000045	0.000009	0.000469	0.000030	0.000124	0.000016	0.000487	0.000031	0.918459	0.000387	0.000006	0.000003	0.004984	0.000100	0.000028	0.000007	0.000006	0.000003	0.000010	0.000004	0.000231	0.000021	0.000006	0.000003	0.001167	0.000048	
3.1900	0.0063	0.0001	0.6265	0.000434	0.000029	0.000685	0.000037	0.019271	0.000194	0.000010	0.000004	0.003259	0.000080	0.000112	0.000015	0.000037	0.000008	0.000022	0.000007	0.002354	0.000068	0.001779	0.000059	0.001273	0.000050	0.000070	0.000012	0.031852	0.000248	0.009941	0.000140	0.000034	0.000008	0.000020	0.000006	0.000958	0.000044	0.000897	0.000042	0.000341	0.000026	0.000044	0.000009	0.000451	0.000030	0.000120	0.000015	0.000482	0.000031	0.919157	0.000385	0.000006	0.000003	0.004954	0.000099	0.000030	0.000008	0.000006	0.000003	0.000010	0.000004	0.000228	0.000021	0.000006	0.000003	0.001157	0.000048	
3.2000	0.0062	0.0001	0.6219	0.000428	0.000029	0.000670	0.000036	0.019081	0.000193	0.000010	0.000004	0.003258	0.000080	0.000110	0.000015	0.000030	0.000007	0.000022	0.000007	0.002319	0.000068	0.001755	0.000059	0.001270	0.000050	0.000068	0.000012	0.031595	0.000247	0.009866	0.000140	0.000034	0.000008	0.000020	0.000006	0.000953	0.000043	0.000890	0.000042	0.000332	0.000025	0.000044	0.000009	0.000446	0.000030	0.000117	0.000015	0.000477	0.000031	0.919862	0.000384	0.000006	0.000003	0.004916	0.000099	0.000030	0.000008	0.000008	0.000004	0.000010	0.000004	0.000226	0.000021	0.000006	0.000003	0.001142	0.000047	
3.2100	0.0061	0.0001	0.6176	0.000421	0.000029	0.000652	0.000036	0.018902	0.000192	0.000010	0.000004	0.003218	0.000080	0.000106	0.000015	0.000030	0.000008	0.000022	0.000007	0.002304	0.000067	0.001731	0.000058	0.001278	0.000050	0.000066	0.000011	0.031351	0.000246	0.009785	0.000139	0.000032	0.000008	0.000020	0.000006	0.000938	0.000043	0.000898	0.000042	0.000321	0.000025	0.000046	0.000009	0.000444	0.000030	0.000116	0.000015	0.000466	0.000030	0.920544	0.000382	0.000006	0.000003	0.004870	0.000098	0.000030	0.000008	0.000008	0.000004	0.000010	0.000004	0.000222	0.000021	0.000006	0.000003	0.001146	0.000048	
3.2200	0.0060	0.0001	0.6130	0.000425	0.000029	0.000637	0.000036	0.018746	0.000192	0.000010	0.000004	0.003180	0.000079	0.000105	0.000014	0.000027	0.000007	0.000020	0.000006	0.002287	0.000067	0.001700	0.000058	0.001258	0.000049	0.000068	0.000012	0.031115	0.000245	0.009715	0.000139	0.000035	0.000008	0.000022	0.000007	0.000930	0.000043	0.000900	0.000042	0.000299	0.000024	0.000050	0.000010	0.000437	0.000029	0.000115	0.000015	0.000457	0.000030	0.921230	0.000381	0.000006	0.000003	0.004833	0.000098	0.000027	0.000007	0.000008	0.000004	0.000010	0.000004	0.000214	0.000021	0.000006	0.000003	0.001131	0.000047	
3.2300	0.0059	0.0001	0.6085	0.000426	0.000029	0.000619	0.000035	0.018576	0.000191	0.000010	0.000004	0.003193	0.000079	0.000105	0.000014	0.000026	0.000007	0.000017	0.000006	0.002246	0.000066	0.001691	0.000058	0.001247	0.000049	0.000070	0.000012	0.030852	0.000244	0.009636	0.000138	0.000035	0.000008	0.000025	0.000007	0.000922	0.000043	0.000879	0.000042	0.000308	0.000024	0.000048	0.000010	0.000427	0.000029	0.000113	0.000015	0.000447	0.000030	0.921925	0.000379	0.000006	0.000003	0.004813	0.000098	0.000024	0.000007	0.000009	0.000004	0.000010	0.000004	0.000212	0.000021	0.000005	0.000003	0.001079	0.000046	
3.2400	0.0059	0.0001	0.6046	0.000411	0.000028	0.000607	0.000035	0.018438	0.000190	0.000009	0.000004	0.003164	0.000079	0.000105	0.000014	0.000028	0.000007	0.000018	0.000006	0.002231	0.000066	0.001674	0.000058	0.001260	0.000049	0.000073	0.000012	0.030584	0.000243	0.009546	0.000137	0.000036	0.000008	0.000026	0.000007	0.000917	0.000043	0.000872	0.000041	0.000316	0.000025	0.000044	0.000009	0.000421	0.000029	0.000109	0.000015	0.000453	0.000030	0.922558	0.000378	0.000006	0.000003	0.004776	0.000097	0.000023	0.000007	0.000010	0.000004	0.000010	0.000004	0.000209	0.000020	0.000004	0.000003	0.001063	0.000046	
3.2500	0.0058	0.0001	0.6006	0.000397	0.000028	0.000593	0.000034	0.018306	0.000189	0.000008	0.000004	0.003137	0.000079	0.000104	0.000014	0.000029	0.000007	0.000018	0.000006	0.002217	0.000066	0.001639	0.000057	0.001266	0.000050	0.000073	0.000012	0.030323	0.000242	0.009455	0.000137	0.000036	0.000008	0.000026	0.000007	0.000925	0.000043	0.000859	0.000041	0.000316	0.000025	0.000044	0.000009	0.000413	0.000029	0.000106	0.000014	0.000457	0.000030	0.923194	0.000376	0.000006	0.000003	0.004723	0.000097	0.000021	0.000006	0.000010	0.000004	0.000010	0.000004	0.000204	0.000020	0.000004	0.000003	0.001081	0.000046	
3.2600	0.0058	0.0001	0.5965	0.000396	0.000028	0.000572	0.000034	0.018169	0.000189	0.000010	0.000004	0.003128	0.000079	0.000101	0.000014	0.000031	0.000008	0.000018	0.000006	0.002197	0.000066	0.001598	0.000056	0.001254	0.000049	0.000067	0.000011	0.030096	0.000241	0.009383	0.000136	0.000036	0.000008	0.000024	0.000007	0.000926	0.000043	0.000836	0.000041	0.000324	0.000025	0.000045	0.000009	0.000409	0.000029	0.000104	0.000014	0.000450	0.000030	0.923813	0.000375	0.000006	0.000003	0.004677	0.000096	0.000020	0.000006	0.000010	0.000004	0.000010	0.000004	0.000201	0.000020	0.000004	0.000003	0.001088	0.000046	
3.2700	0.0057	0.0001	0.5923	0.000395	0.000028	0.000560	0.000033	0.018022	0.000188	0.000008	0.000004	0.003121	0.000078	0.000100	0.000014	0.000029	0.000007	0.000018	0.000006	0.002166	0.000065	0.001571	0.000056	0.001236	0.000049	0.000062	0.000011	0.029854	0.000240	0.009317	0.000136	0.000035	0.000008	0.000024	0.000007	0.000921	0.000043	0.000834	0.000041	0.000316	0.000025	0.000047	0.000010	0.000406	0.000028	0.000104	0.000014	0.000440	0.000029	0.924450	0.000373	0.000006	0.000003	0.004631	0.000096	0.000020	0.000006	0.000010	0.000004	0.000010	0.000004	0.000196	0.000020	0.000004	0.000003	0.001087	0.000046	
3.2800	0.0057	0.0001	0.5880	0.000388	0.000028	0.000557	0.000033	0.017856	0.000187	0.000008	0.000004	0.003104	0.000078	0.000099	0.000014	0.000027	0.000007	0.000018	0.000006	0.002157	0.000065	0.001550	0.000055	0.001234	0.000049	0.000060	0.000011	0.029596	0.000239	0.009237	0.000135	0.000033	0.000008	0.000024	0.000007	0.000912	0.000043	0.000819	0.000040	0.000310	0.000024	0.000051	0.000010	0.000400	0.000028	0.000104	0.000014	0.000432	0.000029	0.925119	0.000372	0.000006	0.000003	0.004580	0.000095	0.000018	0.000006	0.000008	0.000004	0.000012	0.000005	0.000190	0.000019	0.000004	0.000003	0.001086	0.000046	
3.2900	0.0056	0.0001	0.5835	0.000384	0.000028	0.000549	0.000033	0.017683	0.000186	0.000009	0.000004	0.003061	0.000078	0.000098	0.000014	0.000026	0.000007	0.000015	0.000005	0.002167	0.000065	0.001509	0.000054	0.001246	0.000049	0.000059	0.000011	0.029319	0.000238	0.009151	0.000135	0.000031	0.000008	0.000026	0.000007	0.000894	0.000042	0.000809	0.000040	0.000314	0.000025	0.000050	0.000010	0.000390	0.000028	0.000102	0.000014	0.000417	0.000029	0.925831	0.000370	0.000006	0.000003	0.004521	0.000095	0.000017	0.000006	0.000008	0.000004	0.000012	0.000005	0.000188	0.000019	0.000004	0.000003	0.001103	0.000047	
3.3000	0.0056	0.0001	0.5790	0.000379	0.000027	0.000541	0.000033	0.017493	0.000185	0.000012	0.000005	0.003019	0.000077	0.000098	0.000014	0.000024	0.000007	0.000014	0.000005	0.002163	0.000065	0.001499	0.000054	0.001244	0.000049	0.000055	0.000010	0.029095	0.000237	0.009081	0.000134	0.000032	0.000008	0.000024	0.000007	0.000875	0.000042	0.000803	0.000040	0.000302	0.000024	0.000050	0.000010	0.000385	0.000028	0.000101	0.000014	0.000406	0.000028	0.926506	0.000369	0.000006	0.000003	0.004484	0.000094	0.000016	0.000006	0.000008	0.000004	0.000012	0.000005	0.000186	0.000019	0.000004	0.000003	0.001084	0.000046	
3.3100	0.0055	0.0001	0.5746	0.000377	0.000027	0.000526	0.000032	0.017294	0.000184	0.000012	0.000005	0.002995	0.000077	0.000098	0.000014	0.000023	0.000007	0.000015	0.000005	0.002144	0.000065	0.001477	0.000054	0.001241	0.000049	0.000054	0.000010	0.028872	0.000237	0.009006	0.000133	0.000032	0.000008	0.000025	0.000007	0.000870	0.000041	0.000796	0.000040	0.000298	0.000024	0.000047	0.000010	0.000381	0.000028	0.000097	0.000014	0.000399	0.000028	0.927178	0.000367	0.000004	0.000003	0.004427	0.000094	0.000018	0.000006	0.000008	0.000004	0.000012	0.000005	0.000186	0.000019	0.000004	0.000003	0.001082	0.000046	
3.3200	0.0055	0.0001	0.5703	0.000364	0.000027	0.000518	0.000032	0.017116	0.000183	0.000010	0.000004	0.002969	0.000077	0.000098	0.000014	0.000024	0.000007	0.000016	0.000006	0.002135	0.000065	0.001470	0.000054	0.001215	0.000048	0.000053	0.000010	0.028629	0.000236	0.008932	0.000133	0.000031	0.000008	0.000022	0.000007	0.000862	0.000041	0.000794	0.000039	0.000292	0.000024	0.000047	0.000010	0.000379	0.000027	0.000096	0.000014	0.000397	0.000028	0.927843	0.000366	0.000004	0.000003	0.004380	0.000093	0.000018	0.000006	0.000008	0.000004	0.000012	0.000005	0.000183	0.000019	0.000004	0.000003	0.001080	0.000046	
3.3300	0.0054	0.0001	0.5657	0.000349	0.000026	0.000513	0.000032	0.016925	0.000182	0.000007	0.000004	0.002949	0.000076	0.000098	0.000014	0.000025	0.000007	0.000014	0.000005	0.002113	0.000064	0.001468	0.000054	0.001183	0.000048	0.000052	0.000010	0.028335	0.000234	0.008889	0.000133	0.000030	0.000008	0.000024	0.000007	0.000827	0.000040	0.000797	0.000040	0.000292	0.000024	0.000045	0.000009	0.000375	0.000027	0.000093	0.000014	0.000409	0.000028	0.928554	0.000364	0.000004	0.000003	0.004337	0.000093	0.000021	0.000006	0.000008	0.000004	0.000012	0.000005	0.000181	0.000019	0.000004	0.000003	0.001066	0.000046	
3.3400	0.0054	0.0001	0.5618	0.000343	0.000026	0.000504	0.000032	0.016762	0.000181	0.000009	0.000004	0.002906	0.000076	0.000096	0.000014	0.000024	0.000007	0.000014	0.000005	0.002110	0.000064	0.001460	0.000054	0.001202	0.000048	0.000051	0.000010	0.028125	0.000234	0.008815	0.000132	0.000027	0.000007	0.000021	0.000006	0.000808	0.000040	0.000793	0.000039	0.000280	0.000023	0.000042	0.000009	0.000374	0.000027	0.000091	0.000013	0.000412	0.000028	0.929151	0.000363	0.000004	0.000003	0.004310	0.000093	0.000022	0.000007	0.000006	0.000003	0.000014	0.000005	0.000180	0.000019	0.000004	0.000003	0.001043	0.000045	
3.3500	0.0054	0.0001	0.5581	0.000326	0.000025	0.000496	0.000031	0.016623	0.000181	0.000010	0.000004	0.002860	0.000075	0.000096	0.000014	0.000025	0.000007	0.000014	0.000005	0.002128	0.000065	0.001475	0.000054	0.001196	0.000048	0.000049	0.000010	0.027903	0.000233	0.008726	0.000131	0.000027	0.000007	0.000018	0.000006	0.000791	0.000040	0.000792	0.000039	0.000281	0.000023	0.000042	0.000009	0.000366	0.000027	0.000090	0.000013	0.000412	0.000029	0.929723	0.000361	0.000004	0.000003	0.004260	0.000092	0.000020	0.000006	0.000004	0.000002	0.000017	0.000006	0.000178	0.000019	0.000004	0.000003	0.001043	0.000045	
3.3600	0.0053	0.0001	0.5537	0.000328	0.000025	0.000487	0.000031	0.016451	0.000180	0.000008	0.000004	0.002857	0.000075	0.000094	0.000014	0.000026	0.000007	0.000014	0.000005	0.002099	0.000064	0.001464	0.000054	0.001179	0.000048	0.000049	0.000010	0.027663	0.000232	0.008650	0.000131	0.000025	0.000007	0.000018	0.000006	0.000792	0.000040	0.000765	0.000039	0.000285	0.000023	0.000040	0.000009	0.000363	0.000027	0.000088	0.000013	0.000393	0.000028	0.930388	0.000360	0.000006	0.000003	0.004225	0.000092	0.000017	0.000006	0.000005	0.000003	0.000018	0.000006	0.000176	0.000019	0.000004	0.000003	0.001024	0.000045	
3.3700	0.0052	0.0001	0.5493	0.000332	0.000026	0.000471	0.000031	0.016263	0.000179	0.000009	0.000004	0.002836	0.000075	0.000092	0.000014	0.000026	0.000007	0.000012	0.000005	0.002074	0.000064	0.001457	0.000054	0.001153	0.000047	0.000052	0.000010	0.027464	0.000231	0.008591	0.000130	0.000023	0.000007	0.000019	0.000006	0.000781	0.000039	0.000752	0.000039	0.000285	0.000023	0.000038	0.000009	0.000360	0.000027	0.000087	0.000013	0.000371	0.000027	0.931033	0.000358	0.000006	0.000003	0.004185	0.000091	0.000016	0.000006	0.000006	0.000003	0.000018	0.000006	0.000175	0.000019	0.000004	0.000003	0.001009	0.000045	
