Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
2.9600	0.0081	0.0001	0.7385	0.9745	0.0255	B	0.000006	0.000003	A -- B -- D	0.000040	0.000009	A	0.000010	0.000004	T -- D	0.000034	0.000008	A -- T	0.000014	0.000005	B -- D	0.000038	0.000009	A -- B -- T	0.000020	0.000006	A -- B -- T -- D	0.000081	0.000013	A -- B	0.000014	0.000005	B -- T	0.000028	0.000007	A -- D	0.000178	0.000019	A -- C	0.000158	0.000018	A -- B -- C -- D	0.001457	0.000053	B -- C	0.000620	0.000035	A -- B -- C	0.000568	0.000033	A -- T -- D	0.000337	0.000026	T -- C -- D	0.001560	0.000055	C	0.038487	0.000272	A -- C -- D	0.006157	0.000111	A -- B -- T -- C -- D	0.002715	0.000073	B -- T -- C	0.001127	0.000047	C -- D	0.901203	0.000422	B -- T -- C -- D	0.003817	0.000087	A -- T -- C	0.000640	0.000036	D	0.023749	0.000215	A -- T -- C -- D	0.011959	0.000154	T -- C	0.000382	0.000027	A -- B -- T -- C	0.001155	0.000048	<nil>	0.001081	0.000046	T	0.000024	0.000007	B -- T -- D	0.000113	0.000015	B -- C -- D	0.002228	0.000066
2.9700	0.0080	0.0001	0.7335	0.9747	0.0253	B	0.000006	0.000003	A -- B -- D	0.000039	0.000009	A	0.000010	0.000004	T -- D	0.000031	0.000008	A -- T	0.000014	0.000005	B -- D	0.000037	0.000009	A -- B -- T	0.000020	0.000006	A -- B -- T -- D	0.000080	0.000013	A -- B	0.000012	0.000005	B -- T	0.000025	0.000007	A -- D	0.000176	0.000019	A -- B -- C -- D	0.001442	0.000053	A -- C	0.000155	0.000018	B -- C	0.000616	0.000035	A -- B -- C	0.000559	0.000033	A -- T -- D	0.000335	0.000026	T -- C -- D	0.001561	0.000055	C	0.038198	0.000271	A -- C -- D	0.006090	0.000110	A -- B -- T -- C -- D	0.002723	0.000073	B -- T -- C	0.001132	0.000047	C -- D	0.902008	0.000420	B -- T -- C -- D	0.003778	0.000086	A -- T -- C	0.000629	0.000035	D	0.023554	0.000214	A -- T -- C -- D	0.011855	0.000153	T -- C	0.000372	0.000027	A -- B -- T -- C	0.001125	0.000047	<nil>	0.001057	0.000046	T	0.000021	0.000006	B -- T -- D	0.000109	0.000015	B -- C -- D	0.002229	0.000066
2.9800	0.0079	0.0001	0.7280	0.9749	0.0251	B	0.000006	0.000003	A -- B -- D	0.000037	0.000009	A	0.000010	0.000004	T -- D	0.000028	0.000007	A -- T	0.000014	0.000005	B -- D	0.000034	0.000008	A -- B -- T	0.000018	0.000006	A -- B -- T -- D	0.000083	0.000013	A -- B	0.000012	0.000005	B -- T	0.000020	0.000006	A -- D	0.000176	0.000019	A -- B -- C -- D	0.001405	0.000053	A -- C	0.000152	0.000017	A -- B -- C	0.000557	0.000033	B -- C	0.000617	0.000035	A -- T -- D	0.000324	0.000025	T -- C -- D	0.001549	0.000055	C	0.037876	0.000270	A -- C -- D	0.006046	0.000110	A -- B -- T -- C -- D	0.002717	0.000073	B -- T -- C	0.001127	0.000047	C -- D	0.902894	0.000418	B -- T -- C -- D	0.003730	0.000086	A -- T -- C	0.000615	0.000035	D	0.023334	0.000213	A -- T -- C -- D	0.011758	0.000152	T -- C	0.000361	0.000026	A -- B -- T -- C	0.001132	0.000047	<nil>	0.001033	0.000045	T	0.000021	0.000006	B -- T -- D	0.000108	0.000015	B -- C -- D	0.002206	0.000066
2.9900	0.0079	0.0001	0.7231	0.9751	0.0249	B	0.000006	0.000003	A -- B -- D	0.000038	0.000009	A	0.000010	0.000004	A -- T	0.000012	0.000005	B -- D	0.000032	0.000008	A -- B -- T	0.000017	0.000006	A -- B -- T -- D	0.000090	0.000013	A -- B	0.000012	0.000005	B -- T	0.000021	0.000006	A -- D	0.000174	0.000019	A -- B -- C -- D	0.001418	0.000053	A -- C	0.000152	0.000017	A -- B -- C	0.000551	0.000033	B -- C	0.000622	0.000035	A -- T -- D	0.000314	0.000025	T -- C	0.000372	0.000027	T -- C -- D	0.001528	0.000054	C	0.037563	0.000269	A -- C -- D	0.005965	0.000109	A -- B -- T -- C -- D	0.002735	0.000073	B -- T -- C	0.001119	0.000047	C -- D	0.903739	0.000417	B -- T -- C -- D	0.003675	0.000085	A -- T -- C	0.000613	0.000035	D	0.023108	0.000212	A -- T -- C -- D	0.011637	0.000152	A -- B -- T -- C	0.001127	0.000047	<nil>	0.001015	0.000045	T	0.000019	0.000006	B -- T -- D	0.000105	0.000014	T -- D	0.000028	0.000007	B -- C -- D	0.002184	0.000066
3.0000	0.0078	0.0001	0.7180	0.9754	0.0246	B	0.000008	0.000004	A	0.000009	0.000004	A -- T	0.000009	0.000004	B -- D	0.000032	0.000008	A -- B -- D	0.000038	0.000009	B -- T -- D	0.000104	0.000014	A -- B -- T	0.000016	0.000005	A -- B -- T -- D	0.000091	0.000013	A -- B	0.000010	0.000004	B -- T	0.000024	0.000007	A -- D	0.000174	0.000019	A -- C	0.000153	0.000017	A -- B -- C -- D	0.001424	0.000053	A -- B -- C	0.000536	0.000033	T -- C	0.000369	0.000027	B -- C	0.000630	0.000035	T -- C -- D	0.001534	0.000054	C	0.037234	0.000267	A -- C -- D	0.005897	0.000108	A -- B -- T -- C -- D	0.002724	0.000073	B -- T -- C	0.001096	0.000047	C -- D	0.904588	0.000415	B -- T -- C -- D	0.003646	0.000085	A -- T -- C	0.000606	0.000035	D	0.022911	0.000211	A -- T -- C -- D	0.011526	0.000151	A -- B -- T -- C	0.001120	0.000047	<nil>	0.000986	0.000044	T	0.000018	0.000006	A -- T -- D	0.000312	0.000025	T -- D	0.000027	0.000007	B -- C -- D	0.002151	0.000065
3.0100	0.0077	0.0001	0.7128	0.9756	0.0244	B	0.000008	0.000004	A	0.000008	0.000004	A -- T	0.000008	0.000004	B -- D	0.000033	0.000008	A -- B -- D	0.000039	0.000009	B -- T -- D	0.000104	0.000014	A -- B -- T	0.000012	0.000005	A -- B -- T -- D	0.000094	0.000014	A -- B	0.000010	0.000004	B -- T	0.000027	0.000007	A -- D	0.000171	0.000018	A -- C	0.000150	0.000017	A -- B -- C -- D	0.001411	0.000053	A -- B -- C	0.000525	0.000032	T -- C	0.000378	0.000027	B -- C	0.000610	0.000035	T -- C -- D	0.001490	0.000054	C	0.036963	0.000267	A -- C -- D	0.005845	0.000108	A -- B -- T -- C -- D	0.002687	0.000073	B -- T -- C	0.001067	0.000046	C -- D	0.905400	0.000414	B -- T -- C -- D	0.003652	0.000085	A -- T -- C	0.000604	0.000035	D	0.022724	0.000211	A -- T -- C -- D	0.011441	0.000150	A -- B -- T -- C	0.001106	0.000047	<nil>	0.000968	0.000044	T	0.000017	0.000006	A -- T -- D	0.000305	0.000025	T -- D	0.000030	0.000008	B -- C -- D	0.002114	0.000065
3.0200	0.0076	0.0001	0.7077	0.9758	0.0242	B	0.000008	0.000004	A	0.000008	0.000004	A -- T	0.000008	0.000004	B -- D	0.000033	0.000008	A -- B -- D	0.000036	0.000008	B -- T -- D	0.000102	0.000014	A -- B -- T	0.000013	0.000005	A -- B -- T -- D	0.000093	0.000013	A -- B	0.000010	0.000004	B -- T	0.000026	0.000007	A -- D	0.000167	0.000018	A -- C	0.000146	0.000017	A -- B -- C	0.000518	0.000032	T -- C	0.000374	0.000027	A -- B -- C -- D	0.001393	0.000052	B -- C	0.000595	0.000034	T -- C -- D	0.001487	0.000054	C	0.036653	0.000265	A -- C -- D	0.005781	0.000107	A -- B -- T -- C -- D	0.002683	0.000073	B -- T -- C	0.001056	0.000046	C -- D	0.906216	0.000412	B -- T -- C -- D	0.003625	0.000085	A -- T -- C	0.000598	0.000035	D	0.022545	0.000210	A -- T -- C -- D	0.011337	0.000150	A -- B -- T -- C	0.001088	0.000046	<nil>	0.000954	0.000044	T	0.000015	0.000005	A -- T -- D	0.000297	0.000024	T -- D	0.000033	0.000008	B -- C -- D	0.002102	0.000064
3.0300	0.0076	0.0001	0.7031	0.9760	0.0240	B	0.000008	0.000004	A	0.000008	0.000004	B -- D	0.000032	0.000008	A -- T	0.000008	0.000004	A -- B -- D	0.000037	0.000009	B -- T -- D	0.000095	0.000014	A -- B -- T	0.000014	0.000005	A -- B -- T -- D	0.000089	0.000013	A -- B	0.000010	0.000004	B -- T	0.000026	0.000007	A -- D	0.000161	0.000018	A -- C	0.000146	0.000017	A -- B -- C	0.000511	0.000032	T -- C	0.000361	0.000026	A -- B -- C -- D	0.001395	0.000052	B -- C	0.000585	0.000034	T -- C -- D	0.001471	0.000053	C	0.036361	0.000264	A -- C -- D	0.005729	0.000107	A -- B -- T -- C -- D	0.002677	0.000073	B -- T -- C	0.001040	0.000045	C -- D	0.906970	0.000410	B -- T -- C -- D	0.003618	0.000084	A -- T -- C	0.000589	0.000034	D	0.022377	0.000209	A -- T -- C -- D	0.011237	0.000149	A -- B -- T -- C	0.001088	0.000046	<nil>	0.000929	0.000043	T	0.000014	0.000005	A -- T -- D	0.000293	0.000024	T -- D	0.000035	0.000008	B -- C -- D	0.002086	0.000064
3.0400	0.0075	0.0001	0.6984	0.9762	0.0238	B	0.000008	0.000004	A	0.000008	0.000004	B -- D	0.000032	0.000008	A -- T	0.000008	0.000004	A -- B -- D	0.000037	0.000009	B -- T -- D	0.000086	0.000013	A -- B -- T	0.000014	0.000005	A -- B -- T -- D	0.000088	0.000013	A -- B	0.000010	0.000004	B -- T	0.000026	0.000007	A -- D	0.000157	0.000018	A -- C	0.000145	0.000017	T -- C	0.000351	0.000026	A -- B -- C	0.000507	0.000032	A -- B -- C -- D	0.001379	0.000052	B -- C	0.000584	0.000034	T -- C -- D	0.001453	0.000053	C	0.036065	0.000263	A -- C -- D	0.005671	0.000106	A -- B -- T -- C -- D	0.002665	0.000072	B -- T -- C	0.001046	0.000045	C -- D	0.907740	0.000409	B -- T -- C -- D	0.003614	0.000084	A -- T -- C	0.000578	0.000034	D	0.022183	0.000208	A -- T -- C -- D	0.011136	0.000148	A -- B -- T -- C	0.001077	0.000046	<nil>	0.000903	0.000042	T	0.000012	0.000005	A -- T -- D	0.000291	0.000024	T -- D	0.000042	0.000009	B -- C -- D	0.002082	0.000064
3.0500	0.0074	0.0001	0.6934	0.9765	0.0235	A	0.000008	0.000004	B -- D	0.000031	0.000008	A -- T	0.000008	0.000004	A -- B -- D	0.000033	0.000008	B -- T -- D	0.000085	0.000013	A -- B -- T	0.000012	0.000005	A -- B -- T -- D	0.000087	0.000013	B	0.000007	0.000004	A -- B	0.000010	0.000004	B -- T	0.000026	0.000007	A -- D	0.000155	0.000018	A -- C	0.000143	0.000017	A -- B -- C -- D	0.001360	0.000052	T -- C	0.000361	0.000026	A -- B -- C	0.000504	0.000031	B -- C	0.000583	0.000034	T -- C -- D	0.001450	0.000053	C	0.035792	0.000262	A -- C -- D	0.005618	0.000106	A -- B -- T -- C -- D	0.002659	0.000072	B -- T -- C	0.001029	0.000045	C -- D	0.908541	0.000407	B -- T -- C -- D	0.003564	0.000084	A -- T -- C	0.000574	0.000034	D	0.021965	0.000207	A -- T -- C -- D	0.011031	0.000148	A -- B -- T -- C	0.001061	0.000046	<nil>	0.000887	0.000042	T	0.000012	0.000005	A -- T -- D	0.000287	0.000024	T -- D	0.000039	0.000009	B -- C -- D	0.002080	0.000064
3.0600	0.0073	0.0001	0.6881	0.9767	0.0233	A -- B	0.000012	0.000005	A	0.000008	0.000004	B -- D	0.000034	0.000008	A -- T	0.000008	0.000004	A -- B -- D	0.000029	0.000007	B -- T -- D	0.000082	0.000013	A -- B -- T	0.000014	0.000005	A -- B -- T -- D	0.000086	0.000013	B	0.000008	0.000004	B -- T	0.000025	0.000007	A -- D	0.000151	0.000017	A -- C	0.000141	0.000017	A -- B -- C -- D	0.001327	0.000051	T -- C	0.000360	0.000026	A -- B -- C	0.000503	0.000031	B -- C	0.000578	0.000034	T -- C -- D	0.001418	0.000052	C	0.035515	0.000261	A -- C -- D	0.005573	0.000105	A -- B -- T -- C -- D	0.002625	0.000072	B -- T -- C	0.001011	0.000045	C -- D	0.909367	0.000406	B -- T -- C -- D	0.003568	0.000084	A -- T -- C	0.000569	0.000034	D	0.021738	0.000206	A -- T -- C -- D	0.010959	0.000147	A -- B -- T -- C	0.001033	0.000045	<nil>	0.000875	0.000042	T	0.000013	0.000005	A -- T -- D	0.000277	0.000023	T -- D	0.000037	0.000008	B -- C -- D	0.002057	0.000064
3.0700	0.0072	0.0001	0.6833	0.9769	0.0231	A -- B	0.000009	0.000004	A	0.000008	0.000004	B -- D	0.000035	0.000008	A -- T	0.000008	0.000004	A -- B -- D	0.000029	0.000008	B -- T -- D	0.000079	0.000013	A -- B -- T	0.000014	0.000005	A -- B -- T -- D	0.000081	0.000013	B	0.000011	0.000005	B -- T	0.000024	0.000007	A -- D	0.000149	0.000017	T -- C	0.000354	0.000026	A -- C	0.000140	0.000017	A -- B -- C -- D	0.001297	0.000050	A -- B -- C	0.000490	0.000031	B -- C	0.000588	0.000034	T -- C -- D	0.001396	0.000052	C	0.035203	0.000260	A -- C -- D	0.005522	0.000105	A -- B -- T -- C -- D	0.002628	0.000072	B -- T -- C	0.001006	0.000045	C -- D	0.910153	0.000404	B -- T -- C -- D	0.003541	0.000084	A -- T -- C	0.000555	0.000033	D	0.021554	0.000205	A -- T -- C -- D	0.010880	0.000147	A -- B -- T -- C	0.001024	0.000045	<nil>	0.000865	0.000041	T	0.000010	0.000004	A -- T -- D	0.000270	0.000023	T -- D	0.000042	0.000009	B -- C -- D	0.002035	0.000063
3.0800	0.0071	0.0001	0.6785	0.9771	0.0229	A -- B	0.000009	0.000004	A	0.000008	0.000004	B -- D	0.000034	0.000008	A -- T	0.000008	0.000004	A -- B -- D	0.000029	0.000008	B -- T -- D	0.000082	0.000013	A -- B -- T	0.000014	0.000005	A -- B -- T -- D	0.000076	0.000012	B	0.000011	0.000005	B -- T	0.000026	0.000007	A -- D	0.000148	0.000017	T -- C	0.000361	0.000026	A -- C	0.000138	0.000017	A -- B -- C -- D	0.001279	0.000050	A -- B -- C	0.000485	0.000031	B -- C	0.000583	0.000034	T -- C -- D	0.001388	0.000052	C	0.034919	0.000259	A -- C -- D	0.005460	0.000104	A -- B -- T -- C -- D	0.002591	0.000071	B -- T -- C	0.000975	0.000044	C -- D	0.910922	0.000403	B -- T -- C -- D	0.003517	0.000083	A -- T -- C	0.000548	0.000033	D	0.021363	0.000204	A -- T -- C -- D	0.010797	0.000146	A -- B -- T -- C	0.001041	0.000045	<nil>	0.000849	0.000041	T	0.000010	0.000004	A -- T -- D	0.000266	0.000023	T -- D	0.000041	0.000009	B -- C -- D	0.002025	0.000063
3.0900	0.0070	0.0001	0.6738	0.9773	0.0227	A -- B	0.000010	0.000004	A	0.000008	0.000004	B -- D	0.000035	0.000008	A -- T	0.000008	0.000004	A -- B -- D	0.000029	0.000008	B -- T -- D	0.000082	0.000013	A -- B -- T	0.000016	0.000006	A -- B -- T -- D	0.000072	0.000012	B	0.000009	0.000004	B -- T	0.000023	0.000007	A -- D	0.000146	0.000017	T -- C	0.000370	0.000027	A -- C	0.000138	0.000017	A -- B -- C -- D	0.001256	0.000050	A -- B -- C	0.000483	0.000031	B -- C	0.000568	0.000033	A -- T -- C -- D	0.010692	0.000145	C	0.034604	0.000258	A -- C -- D	0.005412	0.000104	A -- B -- T -- C -- D	0.002566	0.000071	B -- T -- C	0.000952	0.000043	C -- D	0.911705	0.000401	B -- T -- C -- D	0.003517	0.000083	A -- T -- C	0.000546	0.000033	D	0.021176	0.000203	A -- B -- T -- C	0.001045	0.000045	<nil>	0.000835	0.000041	T -- C -- D	0.001376	0.000052	T	0.000013	0.000005	A -- T -- D	0.000265	0.000023	T -- D	0.000040	0.000009	B -- C -- D	0.002002	0.000063
3.1000	0.0070	0.0001	0.6689	0.9775	0.0225	A -- B	0.000010	0.000004	B	0.000008	0.000004	A	0.000006	0.000003	B -- D	0.000036	0.000008	A -- T	0.000008	0.000004	A -- B -- D	0.000029	0.000008	B -- T -- D	0.000083	0.000013	A -- B -- T	0.000016	0.000006	A -- B -- T -- D	0.000070	0.000012	B -- T	0.000022	0.000007	A -- D	0.000147	0.000017	T -- C	0.000372	0.000027	A -- C	0.000136	0.000016	A -- B -- C -- D	0.001262	0.000050	A -- B -- C	0.000480	0.000031	B -- C	0.000545	0.000033	A -- T -- C -- D	0.010613	0.000145	C	0.034321	0.000257	A -- C -- D	0.005348	0.000103	A -- B -- T -- C -- D	0.002549	0.000071	B -- T -- C	0.000943	0.000043	C -- D	0.912486	0.000399	B -- T -- C -- D	0.003466	0.000083	A -- T -- C	0.000539	0.000033	D	0.020971	0.000202	A -- B -- T -- C	0.001042	0.000045	<nil>	0.000816	0.000040	T	0.000012	0.000005	A -- T -- D	0.000259	0.000023	T -- D	0.000041	0.000009	B -- C -- D	0.001989	0.000063	T -- C -- D	0.001375	0.000051
3.1100	0.0068	0.0001	0.6638	0.9777	0.0223	B	0.000006	0.000003	A -- B	0.000011	0.000005	A	0.000006	0.000003	B -- D	0.000033	0.000008	A -- T	0.000008	0.000004	A -- B -- D	0.000029	0.000007	B -- T -- D	0.000082	0.000013	A -- B -- T	0.000014	0.000005	A -- B -- T -- D	0.000069	0.000012	B -- T	0.000022	0.000007	A -- D	0.000146	0.000017	T -- C	0.000368	0.000027	A -- C	0.000132	0.000016	A -- B -- C -- D	0.001235	0.000049	A -- B -- C	0.000487	0.000031	B -- C	0.000524	0.000032	A -- T -- C -- D	0.010527	0.000144	C	0.034047	0.000256	A -- C -- D	0.005291	0.000103	A -- B -- T -- C -- D	0.002525	0.000070	B -- T -- C	0.000935	0.000043	C -- D	0.913284	0.000398	B -- T -- C -- D	0.003453	0.000083	A -- T -- C	0.000532	0.000033	D	0.020766	0.000201	A -- B -- T -- C	0.001038	0.000045	<nil>	0.000796	0.000040	T	0.000010	0.000004	A -- T -- D	0.000255	0.000023	T -- D	0.000045	0.000009	B -- C -- D	0.001984	0.000063	T -- C -- D	0.001338	0.000051
3.1200	0.0067	0.0001	0.6585	0.9779	0.0221	B	0.000006	0.000003	A -- B	0.000012	0.000005	A	0.000006	0.000003	B -- D	0.000028	0.000007	A -- T	0.000008	0.000004	A -- B -- D	0.000028	0.000007	B -- T -- D	0.000080	0.000013	A -- B -- T	0.000014	0.000005	A -- B -- T -- D	0.000067	0.000011	B -- T	0.000022	0.000007	A -- D	0.000144	0.000017	T -- C	0.000357	0.000026	A -- C	0.000129	0.000016	A -- B -- C -- D	0.001215	0.000049	A -- B -- C	0.000483	0.000031	B -- C	0.000521	0.000032	A -- T -- C -- D	0.010445	0.000144	C	0.033763	0.000255	A -- C -- D	0.005245	0.000102	A -- B -- T -- C -- D	0.002499	0.000070	B -- T -- C	0.000948	0.000043	C -- D	0.914093	0.000396	B -- T -- C -- D	0.003428	0.000082	A -- T -- C	0.000518	0.000032	D	0.020578	0.000201	A -- B -- T -- C	0.001024	0.000045	<nil>	0.000774	0.000039	T	0.000008	0.000004	A -- T -- D	0.000253	0.000022	T -- D	0.000045	0.000009	B -- C -- D	0.001949	0.000062	T -- C -- D	0.001311	0.000050
3.1300	0.0067	0.0001	0.6537	0.9781	0.0219	B	0.000008	0.000004	A -- B	0.000010	0.000004	A	0.000006	0.000003	B -- D	0.000028	0.000007	A -- T	0.000008	0.000004	A -- B -- D	0.000029	0.000008	B -- T -- D	0.000087	0.000013	A -- B -- T	0.000018	0.000006	A -- B -- T -- D	0.000058	0.000011	B -- T	0.000020	0.000006	A -- D	0.000142	0.000017	A -- C	0.000124	0.000016	A -- B -- C -- D	0.001195	0.000048	A -- B -- C	0.000471	0.000031	B -- C	0.000515	0.000032	A -- T -- D	0.000249	0.000022	A -- T -- C -- D	0.010369	0.000143	T -- C	0.000360	0.000026	C	0.033471	0.000254	A -- C -- D	0.005208	0.000102	A -- B -- T -- C -- D	0.002478	0.000070	B -- T -- C	0.000962	0.000043	C -- D	0.914849	0.000394	B -- T -- C -- D	0.003391	0.000082	A -- T -- C	0.000510	0.000032	D	0.020388	0.000200	A -- B -- T -- C	0.000999	0.000044	T	0.000007	0.000004	<nil>	0.000761	0.000039	T -- D	0.000036	0.000008	B -- C -- D	0.001925	0.000062	T -- C -- D	0.001318	0.000051
3.1400	0.0066	0.0001	0.6493	0.9783	0.0217	B	0.000009	0.000004	A -- B	0.000009	0.000004	A	0.000006	0.000003	A -- T	0.000008	0.000004	B -- D	0.000030	0.000008	A -- B -- D	0.000028	0.000007	B -- T -- D	0.000088	0.000013	A -- B -- T	0.000019	0.000006	A -- B -- T -- D	0.000052	0.000010	B -- T	0.000020	0.000006	A -- D	0.000139	0.000017	A -- C	0.000121	0.000016	A -- B -- C -- D	0.001158	0.000048	A -- B -- C	0.000458	0.000030	B -- C	0.000517	0.000032	A -- T -- D	0.000247	0.000022	A -- T -- C -- D	0.010299	0.000143	T -- C	0.000370	0.000027	C	0.033228	0.000253	A -- C -- D	0.005177	0.000101	A -- B -- T -- C -- D	0.002467	0.000070	B -- T -- C	0.000954	0.000043	C -- D	0.915542	0.000393	B -- T -- C -- D	0.003371	0.000082	A -- T -- C	0.000493	0.000031	D	0.020197	0.000199	A -- B -- T -- C	0.000994	0.000044	T	0.000006	0.000003	<nil>	0.000744	0.000038	T -- D	0.000035	0.000008	B -- C -- D	0.001926	0.000062	T -- C -- D	0.001288	0.000050
3.1500	0.0065	0.0001	0.6445	0.9785	0.0215	A -- B	0.000008	0.000004	B	0.000010	0.000004	A	0.000006	0.000003	A -- T	0.000006	0.000003	A -- B -- D	0.000030	0.000008	B -- D	0.000030	0.000008	B -- T -- D	0.000079	0.000012	A -- B -- T	0.000019	0.000006	A -- B -- T -- D	0.000050	0.000010	B -- T	0.000021	0.000006	A -- D	0.000134	0.000016	T -- C	0.000366	0.000026	A -- C	0.000120	0.000015	A -- B -- C -- D	0.001148	0.000048	A -- B -- C	0.000456	0.000030	B -- C	0.000512	0.000032	A -- T -- C -- D	0.010248	0.000142	C	0.032946	0.000252	A -- C -- D	0.005139	0.000101	A -- B -- T -- C -- D	0.002438	0.000069	B -- T -- C	0.000948	0.000043	C -- D	0.916286	0.000391	B -- T -- C -- D	0.003354	0.000081	A -- T -- C	0.000486	0.000031	D	0.020014	0.000198	A -- B -- T -- C	0.000985	0.000044	T	0.000007	0.000004	A -- T -- D	0.000238	0.000022	<nil>	0.000730	0.000038	T -- D	0.000043	0.000009	B -- C -- D	0.001900	0.000061	T -- C -- D	0.001242	0.000049
3.1600	0.0065	0.0001	0.6400	0.9787	0.0213	A -- B	0.000007	0.000004	B	0.000010	0.000004	A	0.000006	0.000003	A -- T	0.000006	0.000003	A -- B -- D	0.000032	0.000008	B -- D	0.000030	0.000008	B -- T -- D	0.000075	0.000012	A -- B -- T	0.000020	0.000006	A -- B -- T -- D	0.000049	0.000010	B -- T	0.000022	0.000007	A -- D	0.000130	0.000016	A -- C	0.000118	0.000015	A -- B -- C -- D	0.001159	0.000048	A -- B -- C	0.000444	0.000030	T -- C	0.000360	0.000026	B -- C	0.000510	0.000032	A -- T -- C -- D	0.010173	0.000142	C	0.032658	0.000251	A -- C -- D	0.005084	0.000100	A -- B -- T -- C -- D	0.002424	0.000069	B -- T -- C	0.000951	0.000043	C -- D	0.917012	0.000390	B -- T -- C -- D	0.003317	0.000081	A -- T -- C	0.000480	0.000031	D	0.019838	0.000197	A -- B -- T -- C	0.000958	0.000044	T	0.000008	0.000004	A -- T -- D	0.000236	0.000022	<nil>	0.000721	0.000038	T -- D	0.000043	0.000009	B -- C -- D	0.001872	0.000061	T -- C -- D	0.001249	0.000049
3.1700	0.0064	0.0001	0.6354	0.9788	0.0212	A -- B	0.000006	0.000003	B	0.000010	0.000004	A	0.000006	0.000003	A -- T	0.000006	0.000003	A -- B -- D	0.000030	0.000008	B -- D	0.000032	0.000008	B -- T -- D	0.000071	0.000012	A -- B -- T	0.000021	0.000006	A -- B -- T -- D	0.000049	0.000010	B -- T	0.000022	0.000007	A -- D	0.000127	0.000016	A -- C	0.000115	0.000015	A -- B -- C -- D	0.001152	0.000048	A -- B -- C	0.000440	0.000030	T -- C	0.000349	0.000026	B -- C	0.000495	0.000031	A -- T -- C -- D	0.010089	0.000141	C	0.032378	0.000250	A -- C -- D	0.005036	0.000100	A -- B -- T -- C -- D	0.002411	0.000069	B -- T -- C	0.000931	0.000043	C -- D	0.917748	0.000388	B -- T -- C -- D	0.003307	0.000081	A -- T -- C	0.000474	0.000031	D	0.019640	0.000196	A -- B -- T -- C	0.000957	0.000043	T	0.000008	0.000004	A -- T -- D	0.000233	0.000022	<nil>	0.000712	0.000038	T -- D	0.000044	0.000009	B -- C -- D	0.001861	0.000061	T -- C -- D	0.001240	0.000049
3.1800	0.0063	0.0001	0.6309	0.9790	0.0210	A -- B	0.000006	0.000003	B	0.000010	0.000004	A	0.000006	0.000003	A -- T	0.000006	0.000003	B -- D	0.000034	0.000008	B -- T -- D	0.000069	0.000012	A -- B -- T	0.000022	0.000007	A -- B -- D	0.000028	0.000007	A -- B -- T -- D	0.000045	0.000009	B -- T	0.000021	0.000006	A -- D	0.000124	0.000016	A -- C	0.000113	0.000015	A -- B -- C -- D	0.001167	0.000048	A -- B -- C	0.000437	0.000030	T -- C -- D	0.001252	0.000049	T -- C	0.000338	0.000026	A -- T -- C -- D	0.010005	0.000141	C	0.032107	0.000249	A -- C -- D	0.004984	0.000100	A -- B -- T -- C -- D	0.002398	0.000069	B -- T -- C	0.000918	0.000042	C -- D	0.918459	0.000387	B -- T -- C -- D	0.003283	0.000080	A -- T -- C	0.000469	0.000030	D	0.019458	0.000195	A -- B -- T -- C	0.000952	0.000043	T	0.000009	0.000004	A -- T -- D	0.000231	0.000021	<nil>	0.000699	0.000037	T -- D	0.000041	0.000009	B -- C -- D	0.001819	0.000060	B -- C	0.000487	0.000031
3.1900	0.0063	0.0001	0.6265	0.9792	0.0208	A -- B	0.000006	0.000003	B	0.000010	0.000004	B -- T	0.000020	0.000006	A	0.000006	0.000003	A -- T	0.000006	0.000003	B -- D	0.000034	0.000008	B -- T -- D	0.000070	0.000012	A -- B -- T	0.000022	0.000007	A -- B -- T -- D	0.000044	0.000009	A -- B -- D	0.000030	0.000008	A -- D	0.000120	0.000015	A -- C	0.000112	0.000015	A -- B -- C -- D	0.001157	0.000048	A -- B -- C	0.000434	0.000029	T -- C	0.000341	0.000026	B -- C	0.000482	0.000031	A -- T -- C -- D	0.009941	0.000140	C	0.031852	0.000248	A -- C -- D	0.004954	0.000099	A -- B -- T -- C -- D	0.002354	0.000068	B -- T -- C	0.000897	0.000042	C -- D	0.919157	0.000385	B -- T -- C -- D	0.003259	0.000080	A -- T -- C	0.000451	0.000030	D	0.019271	0.000194	A -- B -- T -- C	0.000958	0.000044	T -- C -- D	0.001273	0.000050	T	0.000010	0.000004	A -- T -- D	0.000228	0.000021	<nil>	0.000685	0.000037	T -- D	0.000037	0.000008	B -- C -- D	0.001779	0.000059
